,BP,CVX,XOM,XOM,RDS.A,RDS.B
2001-12-07,44.7,43.615,38.07,38.07,,
2001-12-10,43.8,43.065,37.55,37.55,,
2001-12-11,43.66,42.55,36.81,36.81,,
2001-12-12,44.1,42.8,37.42,37.42,,
2001-12-13,43.6,42.125,36.44,36.44,,
2001-12-14,44.12,42.0,36.86,36.86,,
2001-12-17,44.4,42.82,37.47,37.47,,
2001-12-18,44.86,43.125,37.55,37.55,,
2001-12-19,45.0,43.75,38.35,38.35,,
2001-12-20,44.4,43.7,38.3,38.3,,
2001-12-21,45.4,44.3,38.5,38.5,,
2001-12-24,45.17,44.275,39.0,39.0,,
2001-12-26,45.88,44.6,39.6,39.6,,
2001-12-27,45.85,45.155,39.79,39.79,,
2001-12-28,46.7,45.22,39.78,39.78,,
2001-12-31,46.51,44.805,39.3,39.3,,
2002-01-02,46.05,44.74,39.6,39.6,,
2002-01-03,46.07,44.75,39.66,39.66,,
2002-01-04,46.28,44.65,40.0,40.0,,
2002-01-07,45.75,44.86,39.65,39.65,,
2002-01-08,45.19,45.025,39.7,39.7,,
2002-01-09,45.07,44.555,39.24,39.24,,
2002-01-10,45.15,44.475,39.39,39.39,,
2002-01-11,44.8,43.705,38.5,38.5,,
2002-01-14,44.45,43.695,38.64,38.64,,
2002-01-15,45.08,44.6,39.3,39.3,,
2002-01-16,44.55,43.73,38.5,38.5,,
2002-01-17,44.84,43.7,38.64,38.64,,
2002-01-18,44.18,43.4,38.4,38.4,,
2002-01-22,43.84,43.365,38.02,38.02,,
2002-01-23,45.5,43.875,38.9,38.9,,
2002-01-24,45.5,44.05,38.8,38.8,,
2002-01-25,45.75,44.28,39.16,39.16,,
2002-01-28,46.16,44.435,38.96,38.96,,
2002-01-29,45.11,42.585,37.95,37.95,,
2002-01-30,46.09,41.55,38.69,38.69,,
2002-01-31,46.72,41.9,39.05,39.05,,
2002-02-01,47.0,42.685,39.0,39.0,,
2002-02-04,46.5,41.96,38.35,38.35,,
2002-02-05,45.96,41.18,38.33,38.33,,
2002-02-06,46.77,41.6,38.92,38.92,,
2002-02-07,45.91,40.875,38.3,38.3,,
2002-02-08,46.2,40.925,38.29,38.29,,
2002-02-11,46.51,41.475,38.5,38.5,,
2002-02-12,46.7,41.195,38.4,38.4,,
2002-02-13,47.8,41.225,38.64,38.64,,
2002-02-14,48.55,41.25,39.0,39.0,,
2002-02-15,48.82,41.175,38.9,38.9,,
2002-02-19,48.5,40.825,38.77,38.77,,
2002-02-20,47.75,40.875,38.99,38.99,,
2002-02-21,47.5,41.055,39.15,39.15,,
2002-02-22,48.39,41.85,40.72,40.72,,
2002-02-25,49.45,41.95,41.0,41.0,,
2002-02-26,49.73,42.09,40.72,40.72,,
2002-02-27,49.81,42.5,40.92,40.92,,
2002-02-28,49.55,42.22,41.3,41.3,,
2002-03-01,50.6,42.75,42.0,42.0,,
2002-03-04,51.09,43.09,42.65,42.65,,
2002-03-05,50.95,43.125,42.5,42.5,,
2002-03-06,51.65,43.95,43.21,43.21,,
2002-03-07,51.91,44.315,42.89,42.89,,
2002-03-08,51.18,43.825,42.91,42.91,,
2002-03-11,52.0,44.55,43.49,43.49,,
2002-03-12,52.37,44.81,44.0,44.0,,
2002-03-13,52.17,44.71,43.12,43.12,,
2002-03-14,52.0,44.75,43.24,43.24,,
2002-03-15,52.2,44.9,43.61,43.61,,
2002-03-18,52.3,45.18,43.74,43.74,,
2002-03-19,52.56,45.35,43.8,43.8,,
2002-03-20,52.48,44.9,43.53,43.53,,
2002-03-21,52.82,45.19,43.53,43.53,,
2002-03-22,52.1,44.555,43.47,43.47,,
2002-03-25,51.65,44.2,42.85,42.85,,
2002-03-26,51.86,44.5,43.74,43.74,,
2002-03-27,52.89,45.25,43.95,43.95,,
2002-03-28,53.1,45.135,43.83,43.83,,
2002-04-01,53.64,44.85,43.83,43.83,,
2002-04-02,53.88,45.43,44.38,44.38,,
2002-04-03,53.3,45.0,43.69,43.69,,
2002-04-04,52.02,43.895,43.15,43.15,,
2002-04-05,51.84,43.57,42.63,42.63,,
2002-04-08,52.25,44.2,43.24,43.24,,
2002-04-09,51.68,43.645,42.72,42.72,,
2002-04-10,51.95,43.8,43.18,43.18,,
2002-04-11,50.88,43.225,42.4,42.4,,
2002-04-12,49.92,42.05,41.3,41.3,,
2002-04-15,51.17,42.65,41.6,41.6,,
2002-04-16,52.09,43.3,42.28,42.28,,
2002-04-17,51.5,43.48,42.22,42.22,,
2002-04-18,51.83,43.75,42.46,42.46,,
2002-04-19,51.7,44.0,42.52,42.52,,
2002-04-22,51.72,43.325,41.85,41.85,,
2002-04-23,51.25,43.49,41.35,41.35,,
2002-04-24,49.86,42.5,40.3,40.3,,
2002-04-25,49.9,42.95,40.54,40.54,,
2002-04-26,49.51,42.3,40.0,40.0,,
2002-04-29,49.69,42.93,39.7,39.7,,
2002-04-30,50.8,43.355,40.17,40.17,,
2002-05-01,50.83,43.995,40.69,40.69,,
2002-05-02,50.79,44.435,40.8,40.8,,
2002-05-03,51.85,44.755,40.59,40.59,,
2002-05-06,50.82,43.5,39.25,39.25,,
2002-05-07,50.45,43.835,39.1,39.1,,
2002-05-08,51.21,44.525,40.01,40.01,,
2002-05-09,51.11,44.135,39.36,39.36,,
2002-05-10,51.05,43.975,38.96,38.96,,
2002-05-13,52.05,45.05,40.01,40.01,,
2002-05-14,52.45,44.95,40.58,40.58,,
2002-05-15,51.55,44.025,39.71,39.71,,
2002-05-16,51.9,44.5,40.27,40.27,,
2002-05-17,52.05,44.575,40.2,40.2,,
2002-05-20,51.6,44.375,39.59,39.59,,
2002-05-21,51.68,43.915,39.77,39.77,,
2002-05-22,51.47,44.51,40.43,40.43,,
2002-05-23,51.16,44.8,40.9,40.9,,
2002-05-24,51.55,44.55,40.23,40.23,,
2002-05-28,50.15,44.04,39.84,39.84,,
2002-05-29,51.25,43.95,40.3,40.3,,
2002-05-30,50.53,43.4,39.35,39.35,,
2002-05-31,51.07,43.625,39.93,39.93,,
2002-06-03,50.07,43.26,39.08,39.08,,
2002-06-04,49.93,43.4,39.23,39.23,,
2002-06-05,49.65,43.575,39.56,39.56,,
2002-06-06,49.06,42.98,39.15,39.15,,
2002-06-07,49.23,43.625,39.42,39.42,,
2002-06-10,48.62,43.175,39.13,39.13,,
2002-06-11,48.5,43.2,39.03,39.03,,
2002-06-12,48.53,43.375,39.7,39.7,,
2002-06-13,47.8,43.45,39.36,39.36,,
2002-06-14,47.3,43.385,39.15,39.15,,
2002-06-17,48.91,44.35,40.03,40.03,,
2002-06-18,48.68,44.215,39.93,39.93,,
2002-06-19,47.9,43.3,39.37,39.37,,
2002-06-20,47.88,43.665,39.74,39.74,,
2002-06-21,47.65,43.825,39.25,39.25,,
2002-06-24,48.2,43.615,40.0,40.0,,
2002-06-25,48.66,43.0,39.6,39.6,,
2002-06-26,49.29,43.125,39.45,39.45,,
2002-06-27,49.43,43.815,40.25,40.25,,
2002-06-28,50.49,44.25,40.92,40.92,,
2002-07-01,50.84,44.3,40.65,40.65,,
2002-07-02,49.51,43.9,40.16,40.16,,
2002-07-03,49.1,43.35,39.91,39.91,,
2002-07-05,50.58,43.95,40.52,40.52,,
2002-07-08,50.86,44.04,40.36,40.36,,
2002-07-09,49.95,43.475,39.8,39.8,,
2002-07-10,49.0,42.435,38.23,38.23,,
2002-07-11,47.53,41.325,37.1,37.1,,
2002-07-12,46.7,41.4,36.53,36.53,,
2002-07-15,44.85,40.375,35.75,35.75,,
2002-07-16,44.2,39.69,35.2,35.2,,
2002-07-17,45.68,40.15,35.61,35.61,,
2002-07-18,45.32,39.35,34.75,34.75,,
2002-07-19,42.6,37.25,32.4,32.4,,
2002-07-22,39.69,34.76,30.27,30.27,,
2002-07-23,39.32,33.48,30.92,30.92,,
2002-07-24,42.75,35.3,33.93,33.93,,
2002-07-25,41.96,34.85,33.9,33.9,,
2002-07-26,42.54,35.405,35.09,35.09,,
2002-07-29,45.3,37.19,36.33,36.33,,
2002-07-30,45.37,36.5,35.67,35.67,,
2002-07-31,46.4,37.5,36.76,36.76,,
2002-08-01,43.95,35.275,33.65,33.65,,
2002-08-02,44.43,35.4,33.61,33.61,,
2002-08-05,43.33,34.03,32.5,32.5,,
2002-08-06,45.54,35.285,33.4,33.4,,
2002-08-07,46.2,35.975,34.3,34.3,,
2002-08-08,47.56,37.28,36.0,36.0,,
2002-08-09,47.34,37.775,36.1,36.1,,
2002-08-12,46.64,37.525,35.73,35.73,,
2002-08-13,46.65,37.65,34.84,34.84,,
2002-08-14,47.2,38.7,36.39,36.39,,
2002-08-15,48.19,38.925,37.14,37.14,,
2002-08-16,47.66,38.46,36.85,36.85,,
2002-08-19,49.0,38.435,37.16,37.16,,
2002-08-20,48.0,37.675,36.18,36.18,,
2002-08-21,48.66,38.425,36.44,36.44,,
2002-08-22,49.33,39.36,37.03,37.03,,
2002-08-23,47.94,39.215,36.15,36.15,,
2002-08-26,48.64,39.535,36.67,36.67,,
2002-08-27,49.05,39.05,36.9,36.9,,
2002-08-28,46.64,38.5,35.62,35.62,,
2002-08-29,46.9,38.035,35.39,35.39,,
2002-08-30,46.8,38.315,35.45,35.45,,
2002-09-03,43.8,36.2,33.62,33.62,,
2002-09-04,43.3,36.74,33.82,33.82,,
2002-09-05,43.05,36.595,33.77,33.77,,
2002-09-06,43.8,37.35,34.31,34.31,,
2002-09-09,43.97,37.0,34.0,34.0,,
2002-09-10,44.33,37.685,34.79,34.79,,
2002-09-11,44.25,37.19,34.6,34.6,,
2002-09-12,43.21,36.56,33.59,33.59,,
2002-09-13,43.25,36.595,34.08,34.08,,
2002-09-16,43.58,37.0,34.4,34.4,,
2002-09-17,42.06,35.685,33.07,33.07,,
2002-09-18,41.14,35.62,33.2,33.2,,
2002-09-19,40.0,34.965,32.36,32.36,,
2002-09-20,40.82,35.275,32.87,32.87,,
2002-09-23,40.87,34.845,32.72,32.72,,
2002-09-24,39.65,34.35,31.95,31.95,,
2002-09-25,39.77,35.085,32.61,32.61,,
2002-09-26,41.4,36.6,34.15,34.15,,
2002-09-27,41.33,35.485,32.82,32.82,,
2002-09-30,39.9,34.625,31.9,31.9,,
2002-10-01,41.89,36.055,33.92,33.92,,
2002-10-02,40.94,35.8,32.65,32.65,,
2002-10-03,40.43,36.17,33.18,33.18,,
2002-10-04,39.81,35.45,33.06,33.06,,
2002-10-07,39.6,35.25,33.19,33.19,,
2002-10-08,38.8,34.8,32.7,32.7,,
2002-10-09,37.6,34.225,32.83,32.83,,
2002-10-10,38.94,35.65,33.79,33.79,,
2002-10-11,40.03,35.99,34.54,34.54,,
2002-10-14,39.93,36.325,34.93,34.93,,
2002-10-15,41.88,37.165,36.3,36.3,,
2002-10-16,41.3,36.8,35.53,35.53,,
2002-10-17,42.35,37.15,36.3,36.3,,
2002-10-18,42.35,37.45,36.0,36.0,,
2002-10-21,42.04,37.215,36.0,36.0,,
2002-10-22,39.99,35.875,35.18,35.18,,
2002-10-23,39.95,36.5,35.13,35.13,,
2002-10-24,39.79,36.675,34.67,34.67,,
2002-10-25,40.12,36.615,35.11,35.11,,
2002-10-28,39.45,36.79,34.64,34.64,,
2002-10-29,36.78,35.075,33.23,33.23,,
2002-10-30,38.13,35.7,34.08,34.08,,
2002-10-31,38.45,33.815,33.66,33.66,,
2002-11-01,39.47,34.425,34.66,34.66,,
2002-11-04,38.25,33.97,34.26,34.26,,
2002-11-05,38.52,34.65,35.58,35.58,,
2002-11-06,37.9,34.58,35.11,35.11,,
2002-11-07,37.4,33.75,34.48,34.48,,
2002-11-08,38.66,33.75,34.61,34.61,,
2002-11-11,38.25,33.59,33.87,33.87,,
2002-11-12,38.65,33.6,34.04,34.04,,
2002-11-13,37.95,33.25,33.4,33.4,,
2002-11-14,38.58,33.6,34.5,34.5,,
2002-11-15,39.37,33.775,34.85,34.85,,
2002-11-18,39.27,33.9,34.97,34.97,,
2002-11-19,39.36,33.765,35.2,35.2,,
2002-11-20,38.84,34.025,35.24,35.24,,
2002-11-21,39.09,33.8,34.86,34.86,,
2002-11-22,38.1,33.215,34.22,34.22,,
2002-11-25,37.88,33.875,34.6,34.6,,
2002-11-26,37.11,33.14,33.96,33.96,,
2002-11-27,39.2,33.44,34.96,34.96,,
2002-11-29,39.21,33.515,34.8,34.8,,
2002-12-02,38.75,33.33,34.58,34.58,,
2002-12-03,39.3,33.575,34.9,34.9,,
2002-12-04,39.08,33.9,34.77,34.77,,
2002-12-05,39.47,33.975,34.77,34.77,,
2002-12-06,39.53,34.175,35.15,35.15,,
2002-12-09,38.95,33.66,34.51,34.51,,
2002-12-10,39.6,34.225,35.04,35.04,,
2002-12-11,39.39,33.925,35.02,35.02,,
2002-12-12,39.49,33.935,34.88,34.88,,
2002-12-13,39.27,33.815,35.04,35.04,,
2002-12-16,40.75,34.225,35.86,35.86,,
2002-12-17,40.15,33.95,35.52,35.52,,
2002-12-18,39.75,33.715,35.54,35.54,,
2002-12-19,39.9,33.125,35.15,35.15,,
2002-12-20,40.14,33.325,35.7,35.7,,
2002-12-23,40.45,33.385,35.75,35.75,,
2002-12-24,40.05,33.325,35.42,35.42,,
2002-12-26,40.23,33.455,35.32,35.32,,
2002-12-27,39.7,32.95,34.64,34.64,,
2002-12-30,40.5,33.325,34.75,34.75,,
2002-12-31,40.65,33.24,34.94,34.94,,
2003-01-02,41.3,33.91,35.47,35.47,,46.25
2003-01-03,41.14,34.17,35.5,35.5,,45.88
2003-01-06,41.88,34.95,36.38,36.38,,47.62
2003-01-07,40.47,34.225,35.15,35.15,,46.24
2003-01-08,40.15,34.025,35.0,35.0,,45.47
2003-01-09,40.75,34.56,35.74,35.74,,46.31
2003-01-10,40.61,34.305,35.24,35.24,,46.17
2003-01-13,40.17,34.09,35.1,35.1,,45.8
2003-01-14,39.65,34.25,35.42,35.42,,45.59
2003-01-15,39.13,34.075,34.93,34.93,,44.95
2003-01-16,39.45,34.16,35.09,35.09,,45.09
2003-01-17,39.02,34.055,34.72,34.72,,44.43
2003-01-21,37.5,33.425,33.92,33.92,,42.25
2003-01-22,37.07,32.85,33.49,33.49,,41.53
2003-01-23,36.75,32.485,33.41,33.41,,41.37
2003-01-24,36.0,31.77,32.69,32.69,,40.96
2003-01-27,35.37,30.925,31.82,31.82,,39.9
2003-01-28,36.49,31.475,32.66,32.66,,40.68
2003-01-29,38.3,32.65,33.85,33.85,,41.59
2003-01-30,37.51,32.1,33.23,33.23,,41.71
2003-01-31,39.01,32.2,34.15,34.15,,42.83
2003-02-03,38.81,32.825,34.63,34.63,,42.91
2003-02-04,38.84,32.735,34.63,34.63,,42.91
2003-02-05,38.71,32.535,34.13,34.13,,42.77
2003-02-06,37.67,32.325,33.61,33.61,,41.08
2003-02-07,37.68,31.86,33.35,33.35,,40.91
2003-02-10,37.96,32.47,33.61,33.61,,40.83
2003-02-11,38.1,32.265,33.37,33.37,,40.47
2003-02-12,37.7,31.54,32.7,32.7,,39.45
2003-02-13,38.05,31.5,33.13,33.13,,39.58
2003-02-14,38.55,31.865,33.44,33.44,,39.87
2003-02-18,38.88,32.0,33.75,33.75,,40.44
2003-02-19,38.46,32.205,33.78,33.78,,40.37
2003-02-20,38.48,31.75,33.63,33.63,,40.16
2003-02-21,39.97,32.025,34.18,34.18,,41.15
2003-02-24,39.8,32.205,34.0,34.0,,40.6
2003-02-25,39.6,32.095,34.14,34.14,,40.17
2003-02-26,38.79,32.04,33.84,33.84,,39.49
2003-02-27,38.37,32.08,33.98,33.98,,39.5
2003-02-28,38.11,32.085,34.02,34.02,,40.29
2003-03-03,39.28,32.27,34.46,34.46,,41.01
2003-03-04,39.34,32.325,34.23,34.23,,40.88
2003-03-05,39.27,32.975,34.92,34.92,,40.95
2003-03-06,39.1,32.69,34.56,34.56,,40.77
2003-03-07,38.86,32.63,34.79,34.79,,40.07
2003-03-10,38.1,31.95,34.35,34.35,,39.36
2003-03-11,38.25,31.87,34.57,34.57,,39.51
2003-03-12,37.25,31.525,34.06,34.06,,38.05
2003-03-13,38.39,31.83,34.49,34.49,,39.63
2003-03-14,38.38,32.095,34.39,34.39,,39.82
2003-03-17,39.45,32.355,35.05,35.05,,41.05
2003-03-18,39.2,32.815,35.25,35.25,,41.4
2003-03-19,39.36,32.915,35.59,35.59,,41.92
2003-03-20,39.35,32.9,35.59,35.59,,41.56
2003-03-21,40.03,33.0,36.0,36.0,,42.17
2003-03-24,39.15,32.49,35.31,35.31,,41.18
2003-03-25,40.05,33.01,35.67,35.67,,42.71
2003-03-26,40.44,32.9,35.86,35.86,,43.3
2003-03-27,39.5,32.6,35.92,35.92,,42.41
2003-03-28,39.35,32.625,36.03,36.03,,43.09
2003-03-31,38.59,32.325,34.95,34.95,,42.02
2003-04-01,39.63,32.745,35.65,35.65,,43.62
2003-04-02,38.4,32.54,35.7,35.7,,42.42
2003-04-03,38.36,32.2,35.05,35.05,,42.22
2003-04-04,39.15,32.47,35.52,35.52,,42.86
2003-04-07,38.65,32.2,35.05,35.05,,42.98
2003-04-08,38.45,32.1,34.58,34.58,,43.13
2003-04-09,38.6,32.1,34.47,34.47,,43.04
2003-04-10,39.0,32.04,34.68,34.68,,42.73
2003-04-11,38.35,31.78,34.33,34.33,,42.47
2003-04-14,39.12,31.96,34.87,34.87,,42.98
2003-04-15,38.95,32.015,35.05,35.05,,42.95
2003-04-16,38.56,31.75,34.69,34.69,,42.76
2003-04-17,38.86,32.025,35.03,35.03,,43.27
2003-04-21,38.88,32.34,34.87,34.87,,43.22
2003-04-22,39.5,32.58,35.42,35.42,,43.92
2003-04-23,39.16,32.44,35.34,35.34,,43.14
2003-04-24,39.39,32.04,35.13,35.13,,43.2
2003-04-25,38.31,31.7,34.79,34.79,,41.88
2003-04-28,38.74,31.9,35.41,35.41,,42.61
2003-04-29,38.37,31.6,34.83,34.83,,41.93
2003-04-30,38.54,31.405,35.2,35.2,,41.86
2003-05-01,38.63,31.5,35.48,35.48,,42.25
2003-05-02,39.4,32.675,36.04,36.04,,43.13
2003-05-05,39.4,33.59,35.45,35.45,,43.55
2003-05-06,39.87,33.59,35.2,35.2,,44.51
2003-05-07,39.89,33.325,35.41,35.41,,44.43
2003-05-08,39.66,33.67,35.34,35.34,,44.13
2003-05-09,40.08,33.775,35.47,35.47,,45.182
2003-05-12,40.6,34.125,35.55,35.55,,45.24
2003-05-13,40.96,34.325,35.53,35.53,,45.45
2003-05-14,40.25,33.91,35.21,35.21,,45.47
2003-05-15,40.74,33.565,35.29,35.29,,45.7
2003-05-16,40.9,33.65,35.45,35.45,,46.11
2003-05-19,40.1,33.155,35.04,35.04,,44.83
2003-05-20,40.94,33.335,35.32,35.32,,45.68
2003-05-21,41.39,33.85,35.79,35.79,,45.73
2003-05-22,41.36,33.725,35.95,35.95,,46.06
2003-05-23,41.11,34.215,35.98,35.98,,45.89
2003-05-27,42.25,35.325,36.71,36.71,,46.4
2003-05-28,42.1,35.305,36.45,36.45,,46.4
2003-05-29,41.99,35.085,35.97,35.97,,46.23
2003-05-30,41.89,35.47,36.4,36.4,,46.25
2003-06-02,42.15,36.04,36.58,36.58,,46.33
2003-06-03,42.5,36.47,36.98,36.98,,46.46
2003-06-04,43.34,36.89,37.4,37.4,,47.3
2003-06-05,43.17,37.135,37.16,37.16,,47.19
2003-06-06,42.85,37.13,37.34,37.34,,47.5
2003-06-09,42.67,36.805,37.46,37.46,,46.99
2003-06-10,43.38,37.115,37.54,37.54,,47.93
2003-06-11,44.6,37.805,38.2,38.2,,49.3
2003-06-12,44.58,37.81,38.2,38.2,,49.47
2003-06-13,43.9,37.525,37.93,37.93,,48.53
2003-06-16,44.45,37.47,38.31,38.31,,49.97
2003-06-17,44.05,37.155,37.67,37.67,,49.21
2003-06-18,44.12,37.095,37.34,37.34,,49.42
2003-06-19,43.53,36.865,36.88,36.88,,48.19
2003-06-20,43.52,36.9,36.89,36.89,,48.16
2003-06-23,43.31,36.81,36.94,36.94,,47.51
2003-06-24,42.98,36.905,36.9,36.9,,47.65
2003-06-25,42.82,36.7,36.66,36.66,,47.75
2003-06-26,42.51,36.59,36.7,36.7,,47.13
2003-06-27,42.1,36.19,36.37,36.37,,46.57
2003-06-30,42.02,36.1,35.91,35.91,,46.23
2003-07-01,42.05,36.225,36.18,36.18,,46.48
2003-07-02,41.83,36.325,36.28,36.28,,46.61
2003-07-03,41.4,35.965,36.06,36.06,,45.75
2003-07-07,41.45,36.65,36.05,36.05,,45.68
2003-07-08,41.15,36.735,35.65,35.65,,45.41
2003-07-09,40.65,36.4,35.86,35.86,,44.87
2003-07-10,40.26,36.035,35.5,35.5,,44.02
2003-07-11,40.63,36.5,35.6,35.6,,44.88
2003-07-14,40.05,36.095,35.3,35.3,,44.51
2003-07-15,39.3,35.68,35.19,35.19,,43.27
2003-07-16,39.58,35.73,34.92,34.92,,43.93
2003-07-17,40.2,35.75,35.2,35.2,,44.81
2003-07-18,40.5,36.37,35.88,35.88,,45.18
2003-07-21,40.15,36.05,35.38,35.38,,44.52
2003-07-22,40.99,36.275,35.72,35.72,,45.4
2003-07-23,40.88,36.01,35.67,35.67,,45.37
2003-07-24,41.2,35.9,35.25,35.25,,45.46
2003-07-25,41.45,36.365,35.76,35.76,,44.93
2003-07-28,42.02,36.29,35.75,35.75,,44.94
2003-07-29,41.69,35.9,35.43,35.43,,44.51
2003-07-30,41.79,35.9,35.32,35.32,,43.93
2003-07-31,41.55,36.055,35.58,35.58,,43.95
2003-08-01,41.26,35.525,35.33,35.33,,43.9872
2003-08-04,41.5,35.335,35.61,35.61,,43.82
2003-08-05,41.48,35.4,35.35,35.35,,43.87
2003-08-06,41.49,35.44,35.75,35.75,,43.94
2003-08-07,42.25,36.13,36.25,36.25,,45.08
2003-08-08,42.4,36.4,36.52,36.52,,45.43
2003-08-11,43.0,36.6,36.52,36.52,,46.43
2003-08-12,42.7,36.955,36.71,36.71,,46.46
2003-08-13,42.4,36.62,36.5,36.5,,45.34
2003-08-14,42.9,37.12,36.94,36.94,,46.27
2003-08-15,42.4,36.41,36.83,36.83,,46.13
2003-08-18,42.7,36.29,36.92,36.92,,46.25
2003-08-19,42.23,36.05,36.68,36.68,,45.73
2003-08-20,42.44,36.3,36.8,36.8,,45.7
2003-08-21,42.18,36.39,37.05,37.05,,45.47
2003-08-22,41.8,35.905,36.53,36.53,,44.96
2003-08-25,42.01,36.175,36.77,36.77,,45.07
2003-08-26,41.68,36.1,36.83,36.83,,44.46
2003-08-27,41.84,36.145,37.25,37.25,,44.63
2003-08-28,42.2,36.585,37.55,37.55,,44.78
2003-08-29,41.72,36.435,37.7,37.7,,44.59
2003-09-02,42.3,36.855,37.97,37.97,,44.74
2003-09-03,42.88,36.97,38.08,38.08,,45.3
2003-09-04,43.0,36.85,38.16,38.16,,45.21
2003-09-05,42.58,36.51,37.97,37.97,,45.05
2003-09-08,43.2,37.01,38.47,38.47,,46.25
2003-09-09,42.75,36.71,38.11,38.11,,45.4
2003-09-10,42.56,36.495,38.0,38.0,,45.18
2003-09-11,42.96,36.75,38.0,38.0,,45.65
2003-09-12,43.08,36.475,37.73,37.73,,45.3
2003-09-15,42.87,36.375,37.51,37.51,,45.14
2003-09-16,43.03,36.5,37.71,37.71,,45.65
2003-09-17,42.65,36.135,36.84,36.84,,44.8
2003-09-18,42.42,36.12,37.08,37.08,,44.94
2003-09-19,42.22,36.18,36.99,36.99,,44.71
2003-09-22,42.58,36.1,36.72,36.72,,44.8
2003-09-23,42.25,36.26,37.06,37.06,,44.71
2003-09-24,42.65,36.165,36.9,36.9,,45.12
2003-09-25,42.91,35.88,37.15,37.15,,45.22
2003-09-26,42.31,35.74,36.78,36.78,,44.57
2003-09-29,42.0,35.85,37.02,37.02,,44.42
2003-09-30,42.1,35.725,36.6,36.6,,43.8
2003-10-01,43.15,36.565,37.35,37.35,,45.03
2003-10-02,42.78,36.4,37.56,37.56,,44.0
2003-10-03,43.57,36.54,37.75,37.75,,45.18
2003-10-06,43.66,36.85,38.09,38.09,,45.48
2003-10-07,43.97,36.99,38.34,38.34,,45.46
2003-10-08,43.66,36.68,38.04,38.04,,45.0
2003-10-09,43.72,36.76,37.95,37.95,,45.09
2003-10-10,44.06,36.9,38.3,38.3,,45.92
2003-10-13,44.73,37.225,38.48,38.48,,46.54
2003-10-14,44.17,37.495,38.74,38.74,,46.63
2003-10-15,43.9,37.0,38.49,38.49,,46.23
2003-10-16,43.75,37.12,38.91,38.91,,46.55
2003-10-17,43.6,36.865,38.66,38.66,,46.28
2003-10-20,43.48,37.155,38.62,38.62,,46.2
2003-10-21,43.14,37.135,38.35,38.35,,46.09
2003-10-22,42.9,36.74,37.35,37.35,,45.54
2003-10-23,42.59,36.905,37.6,37.6,,44.94
2003-10-24,42.81,36.56,37.85,37.85,,44.45
2003-10-27,42.45,36.415,37.74,37.74,,44.14
2003-10-28,42.23,36.695,38.0,38.0,,44.35
2003-10-29,42.25,36.55,37.81,37.81,,43.98
2003-10-30,41.7,35.88,36.3,36.3,,43.81
2003-10-31,42.38,37.15,36.58,36.58,,44.27
2003-11-03,42.47,36.965,36.68,36.68,,44.09
2003-11-04,42.55,36.955,36.32,36.32,,44.1
2003-11-05,42.59,36.835,36.03,36.03,,43.82
2003-11-06,42.51,37.08,35.92,35.92,,44.28
2003-11-07,42.78,37.275,35.56,35.56,,44.35
2003-11-10,42.58,36.905,35.76,35.76,,44.29
2003-11-11,42.6,37.075,36.05,36.05,,44.13
2003-11-12,42.6,37.355,36.02,36.02,,44.29
2003-11-13,42.5,37.88,36.26,36.26,,44.81
2003-11-14,42.91,37.135,36.0,36.0,,44.78
2003-11-17,42.57,36.8,35.6,35.6,,44.43
2003-11-18,42.11,36.77,35.15,35.15,,44.0
2003-11-19,42.5,37.1,35.44,35.44,,44.42
2003-11-20,42.7,37.0,35.31,35.31,,44.3
2003-11-21,42.6,36.74,35.34,35.34,,44.09
2003-11-24,42.95,37.01,35.56,35.56,,44.7
2003-11-25,42.6,37.285,35.82,35.82,,44.54
2003-11-26,42.89,37.625,36.28,36.28,,44.88
2003-11-28,42.69,37.55,36.2,36.2,,44.83
2003-12-01,43.2,37.85,36.39,36.39,,45.43
2003-12-02,42.98,37.82,36.5,36.5,,45.6
2003-12-03,43.2,38.05,36.54,36.54,,45.6
2003-12-04,43.68,38.81,37.02,37.02,,45.79
2003-12-05,43.6,39.0,36.78,36.78,,46.02
2003-12-08,44.4,39.305,37.4,37.4,,46.46
2003-12-09,45.07,39.44,37.64,37.64,,47.47
2003-12-10,45.22,39.34,37.79,37.79,,47.35
2003-12-11,45.7,39.8,37.91,37.91,,47.95
2003-12-12,46.35,40.125,38.06,38.06,,48.02
2003-12-15,45.6,39.475,37.8,37.8,,47.69
2003-12-16,45.83,40.35,38.47,38.47,,48.44
2003-12-17,47.08,40.87,38.88,38.88,,49.61
2003-12-18,48.17,41.78,39.41,39.41,,50.7
2003-12-19,48.43,41.635,39.6,39.6,,50.7
2003-12-22,48.4,41.675,39.47,39.47,,51.07
2003-12-23,48.1,41.59,39.75,39.75,,50.7
2003-12-24,48.46,41.675,39.83,39.83,,50.61
2003-12-26,48.77,41.925,40.05,40.05,,51.09
2003-12-29,48.97,42.75,40.58,40.58,,51.61
2003-12-30,49.08,43.03,40.68,40.68,,51.76
2003-12-31,49.35,43.195,41.0,41.0,,52.23
2004-01-02,49.4,42.945,40.63,40.63,,52.54
2004-01-05,49.9,43.775,41.58,41.58,,53.35
2004-01-06,50.22,43.535,41.3,41.3,,53.28
2004-01-07,49.02,42.98,41.0,41.0,,51.89
2004-01-08,49.07,43.02,40.9,40.9,,51.98
2004-01-09,49.08,42.56,40.29,40.29,,48.36
2004-01-12,49.67,42.35,40.86,40.86,,48.3
